9c20d367-084d-40ff-8780-404e54ee7b2e,女人商品,服装,2025-07-12,3.729069294E7,1,38638,9870
06844414-8322-4efd-8999-1bb215cd50fb,国际商品,服装,2025-07-12,3.724681968E7,2,38066,9401
75d190c8-5cc2-4839-9cf4-f3b42bcda5d3,自己商品,服装,2025-07-12,3.71187089E7,3,38290,8951
2e808d81-26e6-49bc-856f-de59d252872b,一下商品,服装,2025-07-12,3.705450124E7,4,37871,9707
e6c80ac7-72bb-4af8-a6b9-c7f5a8e50621,现在商品,服装,2025-07-12,3.58690893E7,5,37097,9122
4bd7d1a1-fee9-42bf-a3ce-64a1e4ddd7f0,北京商品,服装,2025-07-12,3.558431432E7,6,38492,9873
b75f442e-c54b-4437-9d00-56c02b466852,质量商品,服装,2025-07-12,3.49857242E7,7,36862,9483
8015fe40-1773-4273-a222-72f9603510f9,为了商品,服装,2025-07-12,3.427295085E7,8,38151,9739
9d528271-a663-4419-a7c7-9cb7b0b96e6b,出现商品,服装,2025-07-12,3.398543472E7,9,40312,9158
e3ff7c6e-7494-4a20-b358-44bbe23b22a4,汽车商品,服装,2025-07-12,3.29809248E7,10,39360,9480
93708e33-6854-4719-8cdd-0510fa38a4b5,开发商品,服装,2025-07-12,3.274060107E7,11,37259,9737
a347adfb-a973-4947-a117-a7a85693aa99,状态商品,服装,2025-07-12,3.27191924E7,12,33260,9817
756a5285-5e60-456d-ae72-add9ee1ded88,那些商品,服装,2025-07-12,3.246979944E7,13,35544,9143
cb04eb03-611f-4845-ad2e-9c9261918c9f,选择商品,服装,2025-07-12,3.129113636E7,14,35683,8245
78f3278e-3461-408e-a82a-faad3fd1c38c,文化商品,服装,2025-07-12,3.10638594E7,15,34610,9416
75032e43-cff3-41a7-bc5f-4706c18e2a61,地方商品,服装,2025-07-12,3.078062262E7,16,36018,9223
84377745-79d7-4462-8433-0440046304ad,这种商品,服装,2025-07-12,3.0758328E7,17,34800,8789
f6948494-6cd0-4341-861c-04bc718cef4a,那个商品,服装,2025-07-12,2.90865386E7,18,34598,9349
3562e078-8084-469e-9795-fe714dee6dfd,类型商品,服装,2025-07-12,2.907580948E7,19,31813,9513
93cd4399-a603-45dd-b952-d680e9783fc9,经营商品,服装,2025-07-12,2.89269678E7,20,31242,9345
4bffefac-d5da-4da8-a315-c1e74124f1b8,时候商品,服装,2025-07-12,2.885654583E7,21,30951,8523
81e08617-382a-4f8f-9005-01179f47bbef,原因商品,服装,2025-07-12,2.85009804E7,22,40888,9900
3bd305a1-9f75-4962-b63b-0adac4df3100,成为商品,服装,2025-07-12,2.82009186E7,23,29817,7276
e3cbda0b-db44-455d-9a0f-906dd35ade26,发展商品,服装,2025-07-12,2.801953064E7,24,37528,8285
581f98dd-fd4f-4105-8033-a0bf8d901087,问题商品,服装,2025-07-12,2.793847166E7,25,38357,8139
6f664e02-a0bf-45b7-ad4d-23f47aace2cd,而且商品,服装,2025-07-12,2.779953718E7,26,28922,9372
7c8fbbd2-92ee-49dc-b485-53cd32807e25,因此商品,服装,2025-07-12,2.771170786E7,27,39463,8792
3d638e49-2c86-4a8b-a3f0-7663859ca3b5,欢迎商品,服装,2025-07-12,2.76414072E7,28,32780,9363
0390fbef-14bb-4f17-b0f0-4bf911fe4383,全部商品,服装,2025-07-12,2.756891361E7,29,35357,9901
cb2528b5-bd9d-412f-84aa-7a3edbaf8c7a,国家商品,服装,2025-07-12,2.744593314E7,30,28978,9776
5940deba-0233-4f29-b1b0-b4d8fab7aefe,为了商品,服装,2025-07-12,2.743628783E7,31,28649,7739
9a335a51-e345-4925-a0d6-19c5b2686714,规定商品,服装,2025-07-12,2.73767949E7,32,33761,8302
