user_id,product_id,product_name,category,visit_time,collect_time,pay_time,price,pay_amount
U7223,P229,女装_商品229,女装,2025-07-29T09:26:30.322+08:00,2025-07-29T09:27:30.322+08:00,,1176.82,
U2467,P144,男装_商品144,男装,,,,830.19,
U5700,P148,数码_商品148,数码,2025-07-26T04:18:19.322+08:00,,,1192.0,
U7978,P139,美妆_商品139,美妆,2025-07-31T08:42:34.322+08:00,,,644.92,
U1764,P306,男装_商品306,男装,2025-07-28T09:36:11.322+08:00,,,1062.7,
U1631,P253,女装_商品253,女装,2025-08-01T01:54:16.322+08:00,,,796.66,
U6894,P238,女装_商品238,女装,2025-07-29T12:54:00.322+08:00,,2025-07-29T13:08:00.322+08:00,492.17,475.57
U1677,P321,女装_商品321,女装,,,,356.96,
U1320,P203,女装_商品203,女装,,,,231.8,
U4904,P217,数码_商品217,数码,2025-07-31T16:23:52.322+08:00,2025-07-31T16:38:52.322+08:00,,227.69,
U1779,P341,数码_商品341,数码,,,,1029.63,
U3044,P294,男装_商品294,男装,2025-07-27T00:38:33.322+08:00,,,1539.44,
U8833,P317,美妆_商品317,美妆,2025-07-27T09:06:03.322+08:00,,,988.11,
U9861,P240,美妆_商品240,美妆,2025-07-26T03:01:02.322+08:00,,,636.16,
U3033,P246,美妆_商品246,美妆,2025-07-26T00:35:38.322+08:00,,2025-07-26T01:13:38.322+08:00,1973.73,1998.52
U4251,P145,女装_商品145,女装,2025-07-30T09:05:11.322+08:00,2025-07-30T09:32:11.322+08:00,,1833.64,
U3057,P253,女装_商品253,女装,2025-08-01T01:48:09.322+08:00,,,901.45,
U2329,P260,数码_商品260,数码,2025-07-26T18:57:57.322+08:00,2025-07-26T19:16:57.322+08:00,,903.33,
U1354,P276,男装_商品276,男装,2025-07-31T19:13:32.322+08:00,,,1744.93,
U9284,P117,女装_商品117,女装,,,,1851.82,
U1656,P315,男装_商品315,男装,2025-07-31T04:10:55.322+08:00,,,709.77,
U8028,P280,美妆_商品280,美妆,2025-07-29T09:18:38.322+08:00,,,117.93,
U3443,P239,美妆_商品239,美妆,2025-07-29T19:05:40.322+08:00,2025-07-29T19:31:40.322+08:00,,286.48,
U1525,P326,男装_商品326,男装,2025-07-29T09:54:29.322+08:00,,2025-07-29T10:25:29.322+08:00,1263.44,1201.95
U7165,P143,男装_商品143,男装,,,,1806.28,
U1685,P280,数码_商品280,数码,2025-07-31T14:06:41.322+08:00,,2025-07-31T14:44:41.322+08:00,1298.87,1241.39
U8557,P344,美妆_商品344,美妆,2025-07-31T05:44:50.322+08:00,,,191.17,
U1793,P329,男装_商品329,男装,2025-07-27T20:21:14.322+08:00,2025-07-27T20:23:14.322+08:00,2025-07-27T21:21:14.322+08:00,1776.7,1825.31
U1613,P284,美妆_商品284,美妆,,,,1513.24,
U6825,P134,美妆_商品134,美妆,2025-07-30T23:38:50.322+08:00,,,275.55,
U1000,P280,数码_商品280,数码,2025-07-29T19:12:41.322+08:00,,,1675.92,
