user_id,product_id,product_name,category,visit_time,collect_time,pay_time,price,pay_amount
U1204,P288,女装_商品288,女装,2025-07-30T09:45:54.322+08:00,,,637.71,
U4837,P289,数码_商品289,数码,2025-07-29T05:13:32.322+08:00,,,180.19,
U8136,P143,女装_商品143,女装,2025-07-29T06:28:48.322+08:00,2025-07-29T06:40:48.322+08:00,2025-07-29T07:17:48.322+08:00,511.56,500.64
U2506,P136,美妆_商品136,美妆,2025-07-28T03:00:51.322+08:00,2025-07-28T03:06:51.322+08:00,,577.28,
U6972,P146,女装_商品146,女装,2025-07-30T23:05:43.322+08:00,2025-07-30T23:18:43.322+08:00,,1608.32,
U3076,P251,女装_商品251,女装,2025-07-26T00:42:26.322+08:00,2025-07-26T00:43:26.322+08:00,,1491.67,
U8676,P259,数码_商品259,数码,2025-07-27T22:04:03.322+08:00,,,943.65,
U3573,P207,美妆_商品207,美妆,,,,638.46,
U1736,P120,数码_商品120,数码,,,,1230.62,
U3560,P209,男装_商品209,男装,2025-07-30T09:40:41.322+08:00,,,901.24,
U7815,P309,男装_商品309,男装,,,,1480.64,
U8454,P246,男装_商品246,男装,,,,401.84,
U9154,P274,男装_商品274,男装,2025-07-30T21:14:21.322+08:00,,,238.05,
U1360,P272,男装_商品272,男装,2025-07-28T20:09:00.322+08:00,,,717.96,
U1996,P272,美妆_商品272,美妆,,,,1957.98,
U4614,P236,男装_商品236,男装,2025-07-26T01:49:05.322+08:00,,,613.7,
U6992,P235,美妆_商品235,美妆,2025-07-28T22:50:15.322+08:00,,2025-07-28T23:41:15.322+08:00,727.66,699.76
U6166,P208,男装_商品208,男装,2025-08-01T10:54:00.322+08:00,2025-08-01T11:10:00.322+08:00,,1303.8,
U6846,P296,女装_商品296,女装,2025-07-31T04:35:24.322+08:00,,,1142.03,
U6844,P234,女装_商品234,女装,2025-07-29T18:15:50.322+08:00,2025-07-29T18:40:50.322+08:00,,1701.27,
U2914,P105,数码_商品105,数码,2025-07-31T06:10:23.322+08:00,,,1524.71,
U7859,P243,美妆_商品243,美妆,,,,156.67,
U5098,P144,美妆_商品144,美妆,2025-07-28T04:52:21.322+08:00,,2025-07-28T04:59:21.322+08:00,693.35,720.36
U8267,P336,数码_商品336,数码,2025-07-27T09:32:29.322+08:00,2025-07-27T09:57:29.322+08:00,,1546.55,
U8808,P207,男装_商品207,男装,2025-07-28T20:06:44.322+08:00,,2025-07-28T21:04:44.322+08:00,825.8,811.38
U3929,P331,女装_商品331,女装,2025-07-26T13:42:41.322+08:00,2025-07-26T14:02:41.322+08:00,,557.94,
U1915,P280,男装_商品280,男装,2025-07-31T02:49:25.322+08:00,2025-07-31T02:57:25.322+08:00,,1102.51,
U1352,P295,数码_商品295,数码,2025-07-28T17:44:30.322+08:00,,,1384.04,
U3783,P321,数码_商品321,数码,2025-07-30T10:06:23.322+08:00,,,1096.13,
U8123,P295,美妆_商品295,美妆,,,,1704.07,
U9954,P228,女装_商品228,女装,2025-07-25T23:27:42.322+08:00,,,1275.53,
U6625,P145,女装_商品145,女装,2025-07-27T00:28:21.322+08:00,,,151.2,
U1188,P275,女装_商品275,女装,2025-07-26T21:49:45.322+08:00,,,1905.64,
U2309,P335,美妆_商品335,美妆,2025-07-28T14:53:11.322+08:00,2025-07-28T14:59:11.322+08:00,,766.91,
U4330,P226,美妆_商品226,美妆,2025-07-26T01:49:07.322+08:00,2025-07-26T02:15:07.322+08:00,,1039.91,
U3541,P225,男装_商品225,男装,2025-07-30T13:35:46.322+08:00,2025-07-30T13:55:46.322+08:00,,908.35,
U5973,P275,男装_商品275,男装,2025-07-29T04:25:16.322+08:00,2025-07-29T04:40:16.322+08:00,,1749.55,
U4146,P305,数码_商品305,数码,2025-08-01T11:05:27.322+08:00,,,849.81,
U5419,P311,数码_商品311,数码,2025-07-26T14:47:10.322+08:00,,,1382.99,
U6978,P298,男装_商品298,男装,2025-07-30T13:37:15.322+08:00,2025-07-30T13:39:15.322+08:00,,1601.06,
