user_id,product_id,product_name,category,visit_time,collect_time,pay_time,price,pay_amount
U5974,P232,数码_商品232,数码,2025-07-29T02:29:33.322+08:00,,,1719.57,
U2428,P206,数码_商品206,数码,,,,874.23,
U8389,P215,女装_商品215,女装,2025-07-31T15:43:13.322+08:00,,,490.22,
U2188,P200,女装_商品200,女装,,,,511.83,
U9257,P284,男装_商品284,男装,2025-07-29T13:27:44.322+08:00,2025-07-29T13:46:44.322+08:00,2025-07-29T13:51:44.322+08:00,633.12,619.01
U4433,P115,数码_商品115,数码,,,,976.81,
U9638,P102,数码_商品102,数码,,,,1599.84,
U4822,P202,男装_商品202,男装,2025-07-26T21:40:09.322+08:00,,,72.58,
U5893,P343,女装_商品343,女装,,,,1824.27,
U6696,P276,数码_商品276,数码,2025-07-29T20:53:59.322+08:00,2025-07-29T21:12:59.322+08:00,2025-07-29T21:16:59.322+08:00,915.34,907.56
U7499,P259,数码_商品259,数码,2025-07-28T19:23:07.322+08:00,,2025-07-28T19:59:07.322+08:00,1942.98,2019.17
U2516,P124,女装_商品124,女装,2025-07-31T20:13:00.322+08:00,2025-07-31T20:25:00.322+08:00,,1099.46,
U5699,P288,数码_商品288,数码,2025-07-26T03:05:42.322+08:00,,,721.54,
U6008,P269,美妆_商品269,美妆,2025-07-28T08:32:44.322+08:00,,,984.72,
U6545,P122,数码_商品122,数码,2025-07-27T15:01:41.322+08:00,2025-07-27T15:20:41.322+08:00,,986.23,
U5509,P284,数码_商品284,数码,2025-07-31T07:01:20.322+08:00,,,1321.19,
U2215,P202,男装_商品202,男装,2025-08-01T04:33:30.322+08:00,,,1115.16,
U5767,P271,女装_商品271,女装,2025-07-28T16:13:37.322+08:00,,,1461.86,
U6177,P312,女装_商品312,女装,2025-07-27T08:49:20.322+08:00,,,1859.07,
U2596,P325,美妆_商品325,美妆,2025-07-31T16:27:46.322+08:00,2025-07-31T16:56:46.322+08:00,2025-07-31T17:18:46.322+08:00,1741.25,1732.5
U3924,P217,数码_商品217,数码,2025-07-29T03:54:28.322+08:00,,,744.32,
U8775,P125,数码_商品125,数码,2025-07-30T00:57:43.322+08:00,,,1820.66,
U8389,P132,女装_商品132,女装,2025-07-31T01:24:52.322+08:00,2025-07-31T01:40:52.322+08:00,,1051.19,
U3052,P299,男装_商品299,男装,2025-07-31T22:15:30.322+08:00,2025-07-31T22:17:30.322+08:00,,1581.4,
U6237,P284,数码_商品284,数码,2025-07-27T10:05:33.322+08:00,,,1205.18,
U7615,P142,数码_商品142,数码,2025-07-26T19:22:31.322+08:00,2025-07-26T19:51:31.322+08:00,,300.27,
U4646,P111,女装_商品111,女装,2025-07-28T02:52:03.322+08:00,,,1837.5,
U2597,P338,数码_商品338,数码,2025-07-27T08:50:00.322+08:00,,2025-07-27T09:06:00.322+08:00,1033.24,1050.83
U6261,P341,数码_商品341,数码,2025-07-26T04:18:32.322+08:00,2025-07-26T04:48:32.322+08:00,2025-07-26T04:54:32.322+08:00,1265.35,1245.7
U7455,P202,数码_商品202,数码,2025-07-27T11:21:51.322+08:00,,,1178.85,
U3513,P103,数码_商品103,数码,,,,1874.72,
U6714,P297,数码_商品297,数码,2025-07-28T06:07:42.322+08:00,,,1079.55,
U8528,P295,数码_商品295,数码,,,,1857.57,
U9234,P319,女装_商品319,女装,2025-08-01T03:35:43.322+08:00,,,57.71,
U5008,P295,数码_商品295,数码,2025-07-27T14:36:37.322+08:00,2025-07-27T14:45:37.322+08:00,,930.07,
U2121,P109,男装_商品109,男装,2025-07-26T16:19:58.322+08:00,,,820.02,
U6296,P242,女装_商品242,女装,2025-07-28T04:16:30.322+08:00,,2025-07-28T04:54:30.322+08:00,177.1,171.05
U4960,P328,男装_商品328,男装,2025-07-26T21:41:25.322+08:00,,2025-07-26T22:12:25.322+08:00,1222.95,1194.44
U6285,P244,女装_商品244,女装,2025-07-25T18:25:51.322+08:00,,,1198.58,
U2404,P332,男装_商品332,男装,2025-07-28T03:58:14.322+08:00,,,1874.45,
U7156,P320,数码_商品320,数码,,,,614.37,
U1304,P219,女装_商品219,女装,2025-07-29T13:48:20.322+08:00,,,1652.51,
U4873,P113,男装_商品113,男装,2025-07-26T03:08:23.322+08:00,,,162.03,
U2014,P210,男装_商品210,男装,,,,555.05,
U8877,P227,美妆_商品227,美妆,2025-07-29T13:58:16.322+08:00,,,1266.46,
U4334,P130,数码_商品130,数码,2025-07-28T03:03:20.322+08:00,2025-07-28T03:30:20.322+08:00,,640.14,
U3624,P213,女装_商品213,女装,2025-07-27T04:03:25.322+08:00,,,473.25,
