user_id,product_id,product_name,category,visit_time,collect_time,pay_time,price,pay_amount
U3572,P285,女装_商品285,女装,2025-07-29T03:21:11.322+08:00,,2025-07-29T04:07:11.322+08:00,607.89,632.8
U5785,P236,女装_商品236,女装,2025-07-29T14:49:50.322+08:00,,2025-07-29T15:18:50.322+08:00,1285.95,1251.43
U6002,P258,女装_商品258,女装,2025-07-30T18:35:49.322+08:00,,,100.44,
U5591,P259,美妆_商品259,美妆,2025-07-30T12:03:49.322+08:00,,,537.0,
U3506,P253,数码_商品253,数码,2025-07-29T07:48:46.322+08:00,,,1796.85,
U7410,P125,男装_商品125,男装,2025-07-31T01:40:05.322+08:00,2025-07-31T02:08:05.322+08:00,,1284.96,
U7914,P213,美妆_商品213,美妆,2025-07-29T20:30:38.322+08:00,2025-07-29T20:48:38.322+08:00,,209.89,
U5359,P254,数码_商品254,数码,2025-07-31T15:20:46.322+08:00,2025-07-31T15:45:46.322+08:00,,1670.43,
U4356,P321,数码_商品321,数码,2025-07-30T13:00:18.322+08:00,,,337.74,
U6696,P309,男装_商品309,男装,2025-07-28T12:48:25.322+08:00,2025-07-28T13:06:25.322+08:00,,1247.9,
U6200,P314,女装_商品314,女装,2025-07-27T22:13:53.322+08:00,,,1333.69,
U7015,P115,美妆_商品115,美妆,2025-08-01T08:08:53.322+08:00,,,1137.77,
U2684,P348,数码_商品348,数码,2025-07-25T22:36:04.322+08:00,,,444.01,
U6547,P232,数码_商品232,数码,2025-07-30T07:26:39.322+08:00,,,197.45,
U2436,P132,女装_商品132,女装,2025-07-30T10:47:07.322+08:00,,,1971.4,
U4464,P295,数码_商品295,数码,,,,1160.38,
U5951,P261,男装_商品261,男装,2025-07-25T19:07:26.322+08:00,,2025-07-25T19:36:26.322+08:00,354.89,353.74
U1782,P273,女装_商品273,女装,2025-07-29T22:44:25.322+08:00,,,249.05,
U4709,P206,女装_商品206,女装,2025-07-27T06:07:42.322+08:00,,,1111.46,
U8515,P311,女装_商品311,女装,2025-07-29T18:05:28.322+08:00,,,164.81,
U4854,P206,女装_商品206,女装,2025-08-01T07:47:18.322+08:00,,,1546.72,
U9933,P325,女装_商品325,女装,2025-07-30T10:40:03.322+08:00,2025-07-30T10:50:03.322+08:00,,1047.72,
U1608,P269,美妆_商品269,美妆,2025-07-26T15:02:03.322+08:00,2025-07-26T15:18:03.322+08:00,,1735.29,
U2755,P236,数码_商品236,数码,,,,305.32,
U4988,P116,美妆_商品116,美妆,,,,139.85,
U4970,P146,数码_商品146,数码,2025-07-27T05:42:58.322+08:00,,,260.73,
U5646,P205,女装_商品205,女装,,,,1551.54,
U9116,P257,美妆_商品257,美妆,2025-08-01T08:57:29.322+08:00,,2025-08-01T09:24:29.322+08:00,1466.8,1434.08
U5557,P103,男装_商品103,男装,2025-07-31T19:07:00.322+08:00,2025-07-31T19:17:00.322+08:00,,135.72,
U5567,P216,美妆_商品216,美妆,2025-07-30T22:45:33.322+08:00,,,896.49,
U1888,P336,美妆_商品336,美妆,,,,1727.43,
U2748,P141,男装_商品141,男装,2025-07-29T04:37:37.322+08:00,2025-07-29T04:50:37.322+08:00,,799.65,
U3868,P117,男装_商品117,男装,2025-07-25T22:04:17.322+08:00,,,763.56,
U5607,P336,数码_商品336,数码,2025-07-31T07:47:41.322+08:00,2025-07-31T08:01:41.322+08:00,,288.52,
U7873,P110,数码_商品110,数码,2025-07-26T04:22:58.322+08:00,,,1555.91,
U7609,P280,男装_商品280,男装,2025-07-29T08:40:38.322+08:00,,,699.15,
U7332,P216,男装_商品216,男装,2025-08-01T14:55:22.322+08:00,,,1455.73,
U7950,P323,女装_商品323,女装,2025-07-27T04:10:09.322+08:00,2025-07-27T04:21:09.322+08:00,,617.02,
U4842,P207,美妆_商品207,美妆,2025-07-30T02:54:30.322+08:00,,,1037.08,
U3867,P316,女装_商品316,女装,2025-07-31T16:05:08.322+08:00,,,125.42,
U9276,P292,女装_商品292,女装,2025-07-27T12:11:54.322+08:00,,,380.44,
U7090,P335,数码_商品335,数码,2025-07-29T13:46:54.322+08:00,2025-07-29T14:05:54.322+08:00,,896.01,
U8292,P237,美妆_商品237,美妆,2025-07-25T17:44:29.322+08:00,2025-07-25T17:50:29.322+08:00,,913.36,
U2337,P122,数码_商品122,数码,2025-07-26T08:27:20.322+08:00,,,1608.98,
U5885,P115,男装_商品115,男装,2025-08-01T10:28:43.322+08:00,,,964.11,
U3046,P287,女装_商品287,女装,2025-07-28T20:53:36.322+08:00,,,672.89,
U2114,P211,数码_商品211,数码,2025-07-28T15:24:27.322+08:00,,,1730.94,
U1606,P248,美妆_商品248,美妆,2025-07-26T16:37:07.322+08:00,,,1151.52,
U1258,P315,数码_商品315,数码,2025-07-30T11:36:56.322+08:00,2025-07-30T11:38:56.322+08:00,2025-07-30T12:08:56.322+08:00,936.77,946.09
U4300,P144,男装_商品144,男装,2025-07-26T12:10:17.322+08:00,2025-07-26T12:25:17.322+08:00,,1034.18,
U1078,P102,男装_商品102,男装,2025-07-29T22:22:01.322+08:00,2025-07-29T22:29:01.322+08:00,2025-07-29T22:31:01.322+08:00,1891.25,1926.46
U4001,P347,数码_商品347,数码,2025-07-29T21:36:09.322+08:00,2025-07-29T22:06:09.322+08:00,,1116.97,
U3664,P128,数码_商品128,数码,2025-07-25T18:26:41.322+08:00,,,1015.94,
U2271,P298,数码_商品298,数码,2025-07-31T16:24:07.322+08:00,2025-07-31T16:46:07.322+08:00,2025-07-31T17:22:07.322+08:00,491.04,472.96
U5553,P244,数码_商品244,数码,,,,435.31,
U3003,P131,女装_商品131,女装,,,,1966.49,
U5043,P111,男装_商品111,男装,,,,1819.76,
U1181,P298,美妆_商品298,美妆,2025-07-26T02:51:10.322+08:00,,,1951.29,
U6865,P256,美妆_商品256,美妆,,,,1107.01,
U3407,P304,男装_商品304,男装,2025-07-27T22:27:53.322+08:00,2025-07-27T22:36:53.322+08:00,,953.53,
U6971,P146,数码_商品146,数码,2025-07-31T09:34:05.322+08:00,2025-07-31T09:40:05.322+08:00,,752.88,
U2107,P301,男装_商品301,男装,2025-08-01T05:51:07.322+08:00,,,1300.13,
