user_id,product_id,product_name,category,visit_time,collect_time,pay_time,price,pay_amount
U5717,P208,数码_商品208,数码,2025-07-26T19:31:04.322+08:00,,,1893.13,
U3860,P322,女装_商品322,女装,2025-07-26T18:24:16.322+08:00,2025-07-26T18:35:16.322+08:00,,1935.64,
U7961,P318,美妆_商品318,美妆,,,,1197.05,
U1938,P342,女装_商品342,女装,2025-07-27T13:43:06.322+08:00,2025-07-27T13:59:06.322+08:00,,1841.38,
U4827,P131,女装_商品131,女装,2025-07-30T10:34:24.322+08:00,,2025-07-30T11:25:24.322+08:00,1326.05,1374.96
U4261,P261,女装_商品261,女装,2025-07-27T09:22:21.322+08:00,,2025-07-27T09:53:21.322+08:00,1472.08,1543.85
U9018,P220,女装_商品220,女装,2025-07-25T20:46:08.322+08:00,2025-07-25T20:53:08.322+08:00,,96.3,
U2983,P294,女装_商品294,女装,2025-07-31T08:48:14.322+08:00,,2025-07-31T09:02:14.322+08:00,747.71,733.96
U1922,P237,女装_商品237,女装,2025-07-31T00:37:35.322+08:00,,,1626.0,
U2185,P202,数码_商品202,数码,2025-07-28T09:21:21.322+08:00,2025-07-28T09:38:21.322+08:00,2025-07-28T09:52:21.322+08:00,803.16,821.49
U7309,P127,数码_商品127,数码,,,,1315.39,
U5097,P126,数码_商品126,数码,2025-07-30T07:02:15.322+08:00,,,1542.8,
U6660,P343,女装_商品343,女装,2025-07-29T20:18:41.322+08:00,,2025-07-29T20:56:41.322+08:00,1222.61,1182.66
U5599,P133,女装_商品133,女装,2025-07-25T19:01:42.322+08:00,,,1741.6,
U2498,P293,数码_商品293,数码,2025-07-26T23:33:34.322+08:00,2025-07-26T23:57:34.322+08:00,2025-07-27T00:08:34.322+08:00,227.2,218.21
U4397,P283,数码_商品283,数码,2025-07-27T04:52:49.322+08:00,2025-07-27T05:15:49.322+08:00,,1977.19,
U2509,P319,女装_商品319,女装,2025-07-29T06:45:23.322+08:00,,,137.23,
U2559,P104,美妆_商品104,美妆,2025-08-01T13:06:01.322+08:00,,,1013.11,
U8320,P208,美妆_商品208,美妆,,,,1570.19,
U5080,P255,数码_商品255,数码,2025-07-30T11:34:24.322+08:00,2025-07-30T11:51:24.322+08:00,,1103.85,
U7164,P117,女装_商品117,女装,2025-07-27T14:41:48.322+08:00,,,371.15,
U1672,P336,美妆_商品336,美妆,2025-07-30T09:36:36.322+08:00,,,26.33,
U5618,P209,男装_商品209,男装,,,,1396.34,
U6419,P342,男装_商品342,男装,2025-07-29T21:58:27.322+08:00,,,1122.87,
U4352,P205,数码_商品205,数码,,,,1768.59,
U3881,P232,美妆_商品232,美妆,2025-07-27T09:06:13.322+08:00,2025-07-27T09:18:13.322+08:00,,757.19,
U6915,P292,女装_商品292,女装,2025-07-30T04:04:24.322+08:00,,,1875.21,
U2676,P219,美妆_商品219,美妆,2025-07-27T12:23:41.322+08:00,,,130.61,
U8656,P281,男装_商品281,男装,2025-07-27T19:45:46.322+08:00,,,779.54,
U6874,P348,美妆_商品348,美妆,2025-07-27T04:26:16.322+08:00,,,512.28,
U2073,P222,女装_商品222,女装,2025-07-27T20:55:13.322+08:00,,2025-07-27T21:34:13.322+08:00,1485.38,1503.23
U5138,P128,女装_商品128,女装,,,,77.35,
U1093,P341,美妆_商品341,美妆,2025-07-27T22:59:14.322+08:00,2025-07-27T23:29:14.322+08:00,2025-07-27T23:06:14.322+08:00,1718.68,1688.71
U7397,P315,男装_商品315,男装,2025-07-28T14:56:50.322+08:00,,,615.22,
U8398,P243,女装_商品243,女装,,,,1662.7,
U3353,P204,男装_商品204,男装,2025-07-30T01:06:05.322+08:00,,,551.75,
U3061,P108,女装_商品108,女装,2025-07-27T14:40:22.322+08:00,,,580.05,
U7007,P223,女装_商品223,女装,,,,1036.75,
U1034,P119,男装_商品119,男装,2025-07-27T12:37:42.322+08:00,2025-07-27T12:50:42.322+08:00,,1482.81,
U1268,P315,女装_商品315,女装,2025-07-30T04:53:24.322+08:00,,,575.36,
U2006,P243,美妆_商品243,美妆,2025-07-30T17:59:53.322+08:00,,,1288.34,
U8106,P307,数码_商品307,数码,2025-07-29T15:25:57.322+08:00,,,1438.41,
U8525,P144,美妆_商品144,美妆,2025-07-27T09:46:22.322+08:00,,,533.63,
U5311,P275,美妆_商品275,美妆,2025-07-27T16:34:39.322+08:00,,2025-07-27T17:01:39.322+08:00,1659.74,1717.05
U7314,P262,女装_商品262,女装,2025-07-26T01:52:33.322+08:00,2025-07-26T02:16:33.322+08:00,,1329.15,
U7119,P224,男装_商品224,男装,2025-07-27T08:20:34.322+08:00,,2025-07-27T09:06:34.322+08:00,1842.83,1794.76
U4046,P328,美妆_商品328,美妆,2025-07-28T23:23:35.322+08:00,2025-07-28T23:27:35.322+08:00,2025-07-28T23:37:35.322+08:00,1135.81,1191.32
U7772,P278,女装_商品278,女装,,,,1904.91,
U6001,P217,数码_商品217,数码,2025-07-31T20:36:19.322+08:00,2025-07-31T20:48:19.322+08:00,2025-07-31T20:55:19.322+08:00,1305.6,1286.14
U7831,P115,数码_商品115,数码,2025-07-30T16:22:53.322+08:00,,2025-07-30T16:30:53.322+08:00,38.22,38.42
U2201,P255,女装_商品255,女装,,,,773.32,
U7847,P246,女装_商品246,女装,2025-07-30T02:27:44.322+08:00,,,880.61,
U1287,P270,男装_商品270,男装,2025-07-30T01:13:42.322+08:00,,,1288.82,
U9773,P310,美妆_商品310,美妆,2025-07-25T17:50:52.322+08:00,,2025-07-25T18:24:52.322+08:00,32.02,31.87
U1519,P143,男装_商品143,男装,2025-07-27T13:05:54.322+08:00,,2025-07-27T13:32:54.322+08:00,930.74,891.27
U1776,P311,数码_商品311,数码,,,,1592.45,
U8740,P309,男装_商品309,男装,2025-07-29T00:00:00.322+08:00,,,384.54,
