user_id,product_id,product_name,category,visit_time,collect_time,pay_time,price,pay_amount
U9602,P322,女装_商品322,女装,,,,1174.26,
U4796,P114,男装_商品114,男装,,,,1575.35,
U5310,P106,男装_商品106,男装,2025-07-29T13:30:09.322+08:00,2025-07-29T13:40:09.322+08:00,,1498.97,
U4532,P250,数码_商品250,数码,2025-07-27T15:18:16.322+08:00,,2025-07-27T15:54:16.322+08:00,1888.81,1828.03
U9161,P335,女装_商品335,女装,2025-07-28T10:00:09.322+08:00,,2025-07-28T10:26:09.322+08:00,1909.81,1859.48
U8935,P349,数码_商品349,数码,2025-07-26T08:00:17.322+08:00,,,107.29,
U6582,P145,美妆_商品145,美妆,2025-07-29T18:38:25.322+08:00,,2025-07-29T19:02:25.322+08:00,1425.17,1391.84
U5764,P309,男装_商品309,男装,2025-07-30T13:47:43.322+08:00,,,530.1,
U7930,P209,男装_商品209,男装,2025-07-26T16:38:30.322+08:00,,2025-07-26T17:36:30.322+08:00,1533.26,1581.11
U5530,P252,男装_商品252,男装,2025-07-31T03:42:14.322+08:00,,2025-07-31T04:31:14.322+08:00,324.57,330.04
U5335,P118,数码_商品118,数码,2025-07-26T06:41:47.322+08:00,2025-07-26T07:11:47.322+08:00,2025-07-26T07:14:47.322+08:00,1670.56,1663.72
U5109,P232,男装_商品232,男装,2025-07-28T10:30:29.322+08:00,,,1018.73,
U5585,P307,数码_商品307,数码,2025-07-31T05:20:59.322+08:00,,,1819.68,
U3115,P276,数码_商品276,数码,2025-07-28T08:51:27.322+08:00,,,493.29,
U7383,P269,女装_商品269,女装,,,,1827.83,
U5582,P248,数码_商品248,数码,2025-08-01T08:22:01.322+08:00,,,1316.22,
U6404,P227,美妆_商品227,美妆,2025-08-01T11:35:37.322+08:00,,,1845.42,
U8544,P145,数码_商品145,数码,,,,1628.06,
U8561,P334,美妆_商品334,美妆,2025-07-26T20:21:21.322+08:00,,,1867.25,
U1286,P290,男装_商品290,男装,2025-07-30T20:05:06.322+08:00,2025-07-30T20:16:06.322+08:00,2025-07-30T20:56:06.322+08:00,1976.51,2064.62
U5646,P320,女装_商品320,女装,,,,1128.81,
U5409,P340,美妆_商品340,美妆,2025-07-29T08:24:01.322+08:00,,,575.18,
U7477,P257,女装_商品257,女装,2025-07-29T00:01:24.322+08:00,,2025-07-29T00:37:24.322+08:00,659.65,680.08
U3911,P304,美妆_商品304,美妆,2025-07-29T21:45:04.322+08:00,2025-07-29T21:56:04.322+08:00,,474.26,
U9295,P265,美妆_商品265,美妆,2025-07-29T16:34:04.322+08:00,,,1128.37,
U3390,P137,美妆_商品137,美妆,,,,1435.74,
U4712,P207,男装_商品207,男装,2025-07-26T11:27:18.322+08:00,,,656.91,
U2550,P204,女装_商品204,女装,2025-07-27T10:25:29.322+08:00,,,1713.19,
U7091,P323,美妆_商品323,美妆,,,,1596.24,
U9574,P232,男装_商品232,男装,,,,911.88,
U4443,P254,女装_商品254,女装,2025-07-31T16:56:51.322+08:00,,,1530.73,
U5530,P211,男装_商品211,男装,2025-07-30T10:10:41.322+08:00,,,1494.83,
U2183,P324,数码_商品324,数码,2025-08-01T06:51:03.322+08:00,,,497.3,
U9375,P133,女装_商品133,女装,,,,383.29,
U4684,P211,男装_商品211,男装,,,,1193.24,
U6216,P336,数码_商品336,数码,2025-07-31T03:38:01.322+08:00,,,1800.16,
U6608,P295,男装_商品295,男装,2025-07-27T12:56:08.322+08:00,2025-07-27T13:24:08.322+08:00,,32.29,
U3442,P105,男装_商品105,男装,2025-07-28T04:06:51.322+08:00,,,1612.72,
U9142,P117,美妆_商品117,美妆,2025-07-31T05:22:28.322+08:00,,,332.96,
U6468,P136,女装_商品136,女装,2025-07-30T05:03:31.322+08:00,,,1401.84,
U7121,P109,男装_商品109,男装,2025-07-30T03:12:47.322+08:00,2025-07-30T03:27:47.322+08:00,,42.79,
U6716,P253,美妆_商品253,美妆,2025-07-31T16:11:23.322+08:00,,,1010.78,
U1740,P293,数码_商品293,数码,2025-07-30T15:30:51.322+08:00,,,812.48,
U8651,P286,美妆_商品286,美妆,2025-08-01T13:27:19.322+08:00,,,826.54,
U4049,P332,美妆_商品332,美妆,2025-07-29T11:49:35.322+08:00,2025-07-29T12:01:35.322+08:00,,1282.91,
U6095,P222,女装_商品222,女装,,,,232.78,
U6992,P144,美妆_商品144,美妆,2025-07-27T16:39:04.322+08:00,2025-07-27T16:57:04.322+08:00,2025-07-27T17:39:04.322+08:00,21.79,22.66
U2226,P298,男装_商品298,男装,2025-08-01T01:08:06.322+08:00,,2025-08-01T01:23:06.322+08:00,1641.28,1618.62
U1174,P247,美妆_商品247,美妆,2025-07-27T16:11:10.322+08:00,,,1489.12,
U2190,P139,男装_商品139,男装,,,,425.16,
U2065,P230,美妆_商品230,美妆,2025-07-29T21:46:16.322+08:00,,,377.58,
U6127,P127,男装_商品127,男装,2025-07-27T19:22:08.322+08:00,,,229.7,
U6515,P204,美妆_商品204,美妆,2025-08-01T01:47:51.322+08:00,,2025-08-01T02:18:51.322+08:00,1134.7,1109.63
U1483,P219,女装_商品219,女装,2025-07-28T09:23:34.322+08:00,,,1096.56,
U3205,P313,数码_商品313,数码,,,,1856.36,
U6727,P138,女装_商品138,女装,2025-07-27T22:14:42.322+08:00,,,545.28,
U7369,P101,男装_商品101,男装,,,,1427.41,
U9433,P310,男装_商品310,男装,,,,1776.8,
U1107,P202,女装_商品202,女装,2025-07-31T19:44:07.322+08:00,,2025-07-31T20:13:07.322+08:00,918.96,915.88
U2796,P149,美妆_商品149,美妆,2025-07-27T07:18:44.322+08:00,,2025-07-27T07:23:44.322+08:00,1362.75,1346.33
U9473,P305,男装_商品305,男装,2025-07-31T08:13:11.322+08:00,,,806.11,
U1640,P137,数码_商品137,数码,2025-07-30T23:26:26.322+08:00,,,1713.24,
