user_id,product_id,product_name,category,visit_time,collect_time,pay_time,price,pay_amount
U9576,P221,女装_商品221,女装,2025-07-30T08:58:41.322+08:00,,,394.65,
U5075,P235,女装_商品235,女装,2025-07-30T16:00:29.322+08:00,,,1470.22,
U6777,P108,女装_商品108,女装,2025-07-29T21:36:48.322+08:00,,,796.25,
U7540,P200,男装_商品200,男装,2025-08-01T13:02:05.322+08:00,,,853.14,
U8146,P203,美妆_商品203,美妆,2025-07-30T16:24:02.322+08:00,,2025-07-30T16:38:02.322+08:00,1094.36,1124.01
U4337,P267,美妆_商品267,美妆,2025-07-28T08:38:58.322+08:00,,,1793.51,
U7989,P207,女装_商品207,女装,2025-07-25T19:05:41.322+08:00,,,1791.48,
U1066,P113,女装_商品113,女装,,,,36.78,
U6627,P123,数码_商品123,数码,2025-07-30T02:05:09.322+08:00,,,1337.36,
U8170,P259,女装_商品259,女装,2025-07-29T13:11:07.322+08:00,2025-07-29T13:14:07.322+08:00,,465.64,
U5874,P226,数码_商品226,数码,2025-08-01T07:45:25.322+08:00,,,745.89,
U8511,P299,美妆_商品299,美妆,,,,851.24,
U4305,P220,男装_商品220,男装,,,,1417.4,
U4934,P281,女装_商品281,女装,2025-07-28T13:50:35.322+08:00,,2025-07-28T14:02:35.322+08:00,881.64,870.42
U2482,P247,男装_商品247,男装,2025-07-26T21:44:57.322+08:00,,,662.49,
U1571,P103,男装_商品103,男装,2025-07-31T04:26:52.322+08:00,,,1223.41,
U1030,P201,数码_商品201,数码,2025-07-30T06:20:50.322+08:00,2025-07-30T06:32:50.322+08:00,,1336.96,
U4376,P216,男装_商品216,男装,2025-07-27T16:59:32.322+08:00,,,1885.23,
U5117,P323,女装_商品323,女装,2025-07-31T14:07:41.322+08:00,2025-07-31T14:24:41.322+08:00,2025-07-31T14:21:41.322+08:00,1897.5,1892.39
U5108,P293,女装_商品293,女装,2025-07-28T23:49:52.322+08:00,,,1355.75,
U5612,P335,美妆_商品335,美妆,,,,1120.34,
U1195,P289,女装_商品289,女装,,,,826.78,
U9776,P247,数码_商品247,数码,2025-07-28T00:45:50.322+08:00,,,602.84,
U7882,P258,女装_商品258,女装,,,,1517.73,
