user_id,product_id,product_name,category,visit_time,collect_time,pay_time,price,pay_amount
U9731,P331,美妆_商品331,美妆,,,,1440.53,
U5025,P319,男装_商品319,男装,2025-07-31T06:39:17.322+08:00,,,414.22,
U7241,P209,数码_商品209,数码,2025-07-26T09:29:41.322+08:00,,,1025.74,
U3878,P216,美妆_商品216,美妆,2025-07-29T23:44:36.322+08:00,2025-07-29T23:55:36.322+08:00,,314.19,
U1748,P325,数码_商品325,数码,2025-07-31T16:57:37.322+08:00,,,352.71,
U3224,P220,男装_商品220,男装,2025-07-30T18:51:18.322+08:00,,,174.19,
U9861,P235,美妆_商品235,美妆,2025-07-26T00:30:03.322+08:00,2025-07-26T00:58:03.322+08:00,,800.09,
U7572,P267,女装_商品267,女装,2025-07-26T20:26:31.322+08:00,,2025-07-26T21:02:31.322+08:00,805.84,779.05
U1319,P282,数码_商品282,数码,2025-07-29T23:02:59.322+08:00,,,1659.76,
U1632,P233,数码_商品233,数码,2025-07-31T11:58:37.322+08:00,,,342.04,
U1750,P204,女装_商品204,女装,2025-07-31T23:57:00.322+08:00,2025-08-01T00:10:00.322+08:00,,1439.65,
U7212,P306,数码_商品306,数码,2025-08-01T00:20:44.322+08:00,,,677.33,
U9694,P250,男装_商品250,男装,2025-07-26T15:19:51.322+08:00,,,1664.29,
U4682,P144,女装_商品144,女装,2025-07-27T20:21:18.322+08:00,,,132.4,
U8428,P129,女装_商品129,女装,2025-07-31T12:28:04.322+08:00,,,194.78,
U6826,P220,男装_商品220,男装,2025-07-31T04:29:28.322+08:00,,2025-07-31T05:10:28.322+08:00,322.21,333.92
U4430,P259,美妆_商品259,美妆,2025-07-26T02:53:40.322+08:00,,2025-07-26T03:37:40.322+08:00,1734.57,1727.55
U6419,P333,男装_商品333,男装,2025-08-01T10:22:10.322+08:00,,2025-08-01T11:00:10.322+08:00,663.75,667.62
U9303,P301,男装_商品301,男装,2025-08-01T06:59:10.322+08:00,2025-08-01T07:13:10.322+08:00,,318.56,
U5599,P275,美妆_商品275,美妆,2025-07-31T23:18:07.322+08:00,,,160.23,
U5235,P276,男装_商品276,男装,2025-07-28T12:08:11.322+08:00,,,1118.14,
U4444,P294,数码_商品294,数码,2025-07-26T13:14:48.322+08:00,,,906.67,
U2038,P238,数码_商品238,数码,2025-07-28T22:37:55.322+08:00,2025-07-28T23:00:55.322+08:00,,743.4,
U4852,P103,数码_商品103,数码,2025-07-29T17:29:53.322+08:00,,2025-07-29T18:07:53.322+08:00,411.08,406.17
U5264,P314,女装_商品314,女装,2025-07-26T23:25:39.322+08:00,,,1694.98,
U6408,P148,女装_商品148,女装,2025-07-25T18:44:38.322+08:00,,,687.32,
U9120,P108,美妆_商品108,美妆,2025-07-27T22:06:24.322+08:00,,,1496.91,
U3213,P146,美妆_商品146,美妆,,,,252.01,
U5783,P214,美妆_商品214,美妆,2025-07-26T01:08:27.322+08:00,,,89.8,
