user_id,product_id,product_name,category,visit_time,collect_time,pay_time,price,pay_amount
U7443,P115,女装_商品115,女装,2025-07-27T00:23:27.322+08:00,,2025-07-27T00:30:27.322+08:00,1493.39,1527.22
U1196,P232,数码_商品232,数码,2025-07-31T21:46:25.322+08:00,,,1855.65,
U2994,P206,数码_商品206,数码,2025-07-26T05:05:46.322+08:00,,,1273.33,
U1561,P253,美妆_商品253,美妆,2025-07-31T00:17:01.322+08:00,,,1772.38,
U4775,P225,数码_商品225,数码,2025-07-28T08:38:40.322+08:00,,2025-07-28T09:18:40.322+08:00,1530.32,1573.58
U9708,P258,女装_商品258,女装,2025-07-28T17:22:16.322+08:00,,,1563.7,
U4529,P339,女装_商品339,女装,2025-07-29T02:24:36.322+08:00,,,1555.72,
U3463,P236,数码_商品236,数码,2025-07-31T09:01:55.322+08:00,,,621.12,
U5341,P273,美妆_商品273,美妆,2025-07-26T14:59:34.322+08:00,2025-07-26T15:29:34.322+08:00,,785.93,
U6766,P117,美妆_商品117,美妆,2025-07-25T23:53:55.322+08:00,2025-07-26T00:14:55.322+08:00,,813.12,
U2406,P101,男装_商品101,男装,2025-07-31T11:45:06.322+08:00,,2025-07-31T12:00:06.322+08:00,1364.48,1376.9
U6285,P142,数码_商品142,数码,2025-07-28T00:03:26.322+08:00,,,1287.68,
U9150,P204,男装_商品204,男装,2025-07-26T23:16:01.322+08:00,2025-07-26T23:25:01.322+08:00,,1920.13,
U9292,P345,数码_商品345,数码,2025-07-26T06:30:04.322+08:00,,,1840.1,
U1573,P233,男装_商品233,男装,2025-07-27T21:50:15.322+08:00,,,465.2,
U1111,P329,男装_商品329,男装,2025-07-29T01:31:43.322+08:00,,,1753.19,
U3721,P217,男装_商品217,男装,2025-07-30T03:14:20.322+08:00,2025-07-30T03:40:20.322+08:00,,1469.83,
U6877,P326,美妆_商品326,美妆,2025-07-31T15:32:17.322+08:00,,2025-07-31T16:23:17.322+08:00,1164.03,1137.21
U9957,P232,数码_商品232,数码,2025-07-28T12:00:33.322+08:00,2025-07-28T12:15:33.322+08:00,,1009.15,
U8114,P322,女装_商品322,女装,,,,1111.31,
U6584,P256,美妆_商品256,美妆,2025-07-28T11:12:32.322+08:00,2025-07-28T11:28:32.322+08:00,,933.52,
U3398,P119,男装_商品119,男装,2025-07-31T10:49:32.322+08:00,,2025-07-31T11:43:32.322+08:00,666.45,642.96
U5476,P239,男装_商品239,男装,2025-07-26T06:03:26.322+08:00,,,1364.28,
U5097,P206,数码_商品206,数码,2025-07-29T17:29:04.322+08:00,2025-07-29T17:38:04.322+08:00,,1511.06,
U5458,P141,数码_商品141,数码,2025-07-31T03:43:28.322+08:00,,,917.44,
U7334,P120,数码_商品120,数码,2025-08-01T05:33:43.322+08:00,,,731.58,
U8922,P268,美妆_商品268,美妆,2025-07-27T19:31:32.322+08:00,,,96.59,
U3378,P291,男装_商品291,男装,2025-07-29T00:43:09.322+08:00,,,154.68,
U4799,P119,美妆_商品119,美妆,,,,1516.44,
